id,pop,admin1,admin3,precipitation_mean,temperature_mean,elevation,slope,Name
id_627,325,3,42,1554.556244,23.79711461,613.875,7.25,Benin
id_689,327,1,138,1584.708333,25.39723672,332.2222222,1.888888889,Abuja
id_576,327,3,162,1380.173533,23.4381547,693.5833333,2.333333333,Benin
id_669,328,1,61,1500.538127,24.15149927,503.3333333,4,Abuja
id_825,328,1,50,1674.639984,23.00766778,770,4.125,Abuja
id_524,329,3,118,1515.001877,25.19009662,592.5,8,Benin
id_622,329,3,94,1661.758743,22.79355478,895.25,0.625,Benin
id_696,330,1,138,1530.292494,25.02175755,373.8888889,1.666666667,Abuja
id_630,330,3,118,1537.752482,25.0443982,560.8888889,1.777777778,Benin
id_554,331,3,8,1636.619161,22.17785438,943.0833333,2.833333333,Benin
id_633,332,1,127,1499.756069,24.49628176,506.8571429,5.714285714,Abuja
id_666,332,1,103,1486.166371,24.85155348,403.9090909,5,Abuja
id_516,332,3,118,1562.799988,25.21829001,580.5,3.666666667,Benin
id_526,332,3,43,1582.829569,23.68479474,738,3.5,Benin
id_856,332,5,147,1548.104996,25.46312404,339.5,2.5,Kano
id_489,333,2,87,1453.626452,23.96225086,591.4210526,2.736842105,Lagos
id_577,334,3,9.5,1628.241669,21.87027804,984.5,2.5,Benin
id_579,334,3,2,1630.898332,21.65998192,1048.666667,1.8,Benin
id_587,334,3,26,1651.243729,22.59620738,805.25,2.375,Benin
id_675,335,1,115,1646.175989,24.56727505,595.1,2.5,Abuja
id_606,335,3,8,1608.125,22.056916,965.875,1.375,Benin
id_857,336,5,148,1548.045013,26.08289528,304.875,3,Kano
id_676,337,1,139,1544.358124,25.42649889,373.125,0.75,Abuja
id_614,337,3,10,1503.813564,23.65848146,613.1428571,4.142857143,Benin
id_843,337,5,150,1556.413742,25.56974936,299.875,1.25,Kano
id_671,338,1,127,1509.486594,24.50977794,510.7272727,2,Abuja
id_690,338,1,33,1684.474996,23.46520774,734.75,1,Abuja
id_573,338,3,14,1648.642487,21.72903856,971.25,1.333333333,Benin
id_891,338,5,145,1551.933851,25.44482168,433.8253968,1.142857143,Kano
id_703,339,1,74,1456.410004,24.93550038,447.5,2.25,Abuja
id_509,339,2,48,1218.982503,24.07056215,505.4444444,3.222222222,Lagos
id_548,339,3,118,1527.313989,24.94177399,637.1,7.8,Benin
id_617,340,3,118,1622.292676,23.81171532,787.3333333,0.466666667,Benin
id_632,340,3,3,1447.821578,23.08146667,754.3636364,6.545454545,Benin
id_702,342,1,138,1586.403992,25.39875736,334.9,1.5,Abuja
id_381,343,2,85,1166.126001,24.15913315,351.3,4.1,Lagos
id_510,343,2,48,1220.262248,24.4397299,454,1.777777778,Lagos
id_829,344,1,92,1681.547154,24.24909019,676,4.142857143,Abuja
id_869,344,5,146,1627.915491,25.22873039,315.5,0.8,Kano
id_673,345,1,121,1529.618149,24.53868461,533.125,7.375,Abuja
id_688,345,1,136,1608.026465,25.25107918,355,1.2,Abuja
id_807,345,1,49,1690.22583,23.13645236,767,1.5,Abuja
id_390,345,2,59,1015.349205,25.22258277,60.05263158,1.842105263,Lagos
id_556,345,3,8,1631.470011,21.81916714,964.1666667,1.666666667,Benin
id_566,345,3,6,1542.813063,23.51646306,705.5384615,2.076923077,Benin
id_708,346,1,99,1535.642782,24.14277543,611,3,Abuja
id_445,346,2,18,1028.996008,24.96591644,272.5,17.8,Lagos
id_586,346,3,26,1642.024011,22.26359138,834.9,0.6,Benin
id_628,346,3,10,1623.36998,22.22014475,951,3.5,Benin
id_864,346,5,143,1589.180003,24.98272467,424.4166667,6.333333333,Kano
id_667,347,1,125,1485.862503,24.76371741,420.875,2.375,Abuja
id_698,347,1,74,1513.342146,24.62075015,493.2142857,1.571428571,Abuja
id_680,348,1,121,1529.430453,24.47176014,545.1818182,5.181818182,Abuja
id_824,348,1,126,1533.564453,24.75184716,522.7777778,2.888888889,Abuja
id_828,348,1,47,1620.601024,23.27034838,711.2941176,3,Abuja
id_552,348,3,94,1570.071835,24.46258936,703.1052632,3.578947368,Benin
id_618,348,3,43,1610.100006,23.50875235,750.75,3.75,Benin
id_678,349,1,92,1671.781281,24.25843906,683.125,0.25,Abuja
id_694,349,1,130,1483.289171,24.73070674,453.6666667,1.555555556,Abuja
id_704,349,1,139,1543.642761,25.39957848,358.2,0.8,Abuja
id_835,349,1,126,1461.797998,24.92190075,390.4,1.4,Abuja
id_555,349,3,19,1648.285456,22.60791588,814.6363636,1.454545455,Benin
id_604,349,3,11,1649.988332,22.41514556,863.6666667,0.666666667,Benin
id_845,349,5,145,1527.085007,26.2103827,296.75,1.375,Kano
id_840,350,1,74,1470.883133,24.8572166,453,3.375,Abuja
id_571,350,3,26,1640.310631,22.89220214,785.5,2.5625,Benin
id_831,351,1,50,1679.400356,22.78562982,782.4285714,0.285714286,Abuja
id_557,351,3,2,1691.459381,21.91700554,1049.875,1.25,Benin
id_603,351,3,4,1656.215837,21.37761904,1032.266667,0.666666667,Benin
id_853,351,5,153,1466.3125,25.6704793,312.375,2.5,Kano
id_329,352,2,79,1185.550012,24.4477335,252.5,2,Lagos
id_435,352,2,32,1083.935597,24.68125613,316.8235294,2.294117647,Lagos
id_561,352,3,7,1605.641492,22.02729645,1012.1,3.2,Benin
id_572,352,3,26,1657.158259,21.9358541,906.3076923,3.461538462,Benin
id_598,352,3,19,1645.847198,22.39182234,835.75,1.125,Benin
id_674,353,1,92,1555.441441,24.23727172,601.4285714,5.142857143,Abuja
id_706,353,1,33,1671.637497,23.5173955,735.125,0.875,Abuja
id_389,353,2,59,1027.955301,25.26327503,70.64705882,2.117647059,Lagos
id_282,353,4,133,1481.229709,24.13328828,544.6666667,4.222222222,Warri
id_850,353,5,149,1644.478134,25.24181223,337.5,2.375,Kano
id_719,354,1,113,1643.768738,24.26420546,664.9375,2.8125,Abuja
id_601,354,3,2,1652.49999,21.57861074,1072.25,1.083333333,Benin
id_670,355,1,103,1478.750596,25.1451033,417.68,3.76,Abuja
id_700,355,1,33,1667.556244,23.56755209,725,2.75,Abuja
id_823,355,1,127,1506.115631,24.48884106,484.375,1.75,Abuja
id_687,356,1,41,1677.519989,22.7679987,816,0.25,Abuja
id_701,357,1,33,1652.201375,23.32256783,756.7777778,0.777777778,Abuja
id_476,357,2,70,1470.00002,23.69249852,618.6666667,3.833333333,Lagos
id_562,358,3,2,1666.978624,21.87296465,1049.444444,1,Benin
id_626,359,3,2,1658.721591,22.01686218,1029.909091,2.545454545,Benin
id_582,360,3,163,1587.85575,21.90985451,1039.5,8.4,Benin
id_592,361,3,1,1475.537988,23.08126297,675.2,5.2,Benin
id_475,362,2,73,1390.13501,23.95829538,590.3076923,2.153846154,Lagos
id_578,362,3,10,1433.441678,24.24036789,481.5555556,6.777777778,Benin
id_748,363,1,126,1482.303263,24.77375799,447.6111111,8.972222222,Abuja
id_684,364,1,139,1541.697189,24.75898361,464.125,3.625,Abuja
id_801,364,1,136,1556.685824,24.74005051,465.1333333,5.733333333,Abuja
id_836,365,1,92,1656.057495,23.8844283,695.2857143,0.857142857,Abuja
id_563,365,3,19,1644.170831,22.8329383,771.3333333,3.222222222,Benin
id_569,366,3,19,1645.049561,22.21790106,868.8181818,3.454545455,Benin
id_848,367,5,153,1465.303992,25.70816536,298.6,2.3,Kano
id_309,368,2,90,1181.249276,24.72233949,237.8571429,2.214285714,Lagos
id_871,368,5,160,1885.493759,25.40971279,303.625,1.375,Kano
id_63,369,4,133,1441.899994,25.41583395,306.75,4.5,Warri
id_322,370,2,81,1146.801793,25.08919471,174,4.428571429,Lagos
id_672,371,1,138,1535.734172,25.25500086,351,0.777777778,Abuja
id_822,371,1,121,1542.581248,24.66331164,517.75,4.583333333,Abuja
id_867,371,5,144,1622.337673,25.15328489,349.5,1.357142857,Kano
id_317,372,2,81,1144.324992,25.11451594,155.25,2.166666667,Lagos
id_625,372,3,28,1492.670143,24.23489225,516.0625,4.0625,Benin
id_707,373,1,99,1495.29126,24.72549129,458.875,1.75,Abuja
id_731,373,1,108,1561.795654,24.40984891,530.6,6.8,Abuja
id_441,373,2,27,960.9180054,25.17933331,105.7,5,Lagos
id_590,373,3,19,1662.581995,21.40053463,1020.8,0.7,Benin
id_917,373,5,148,1513.886108,25.36540304,336.7142857,1,Kano
id_581,374,3,21,1603.111667,23.34691387,777.3333333,1.888888889,Benin
id_899,374,5,146,1629.705008,25.27313123,316.0714286,2.428571429,Kano
id_307,375,2,90,1159.389128,24.95626193,186.4782609,1.913043478,Lagos
id_463,375,2,120,1364.515119,23.07990964,651.8571429,3.904761905,Lagos
id_525,375,3,123,1453.021137,25.76476577,360.6666667,2.484848485,Benin
id_844,375,5,156,1820.880017,25.65970554,309.3,1.5,Kano
id_623,376,3,26,1604.397104,23.0327012,730.0769231,1.692307692,Benin
id_900,376,5,156,1590.307819,25.5211813,343.15,1.175,Kano
id_715,377,1,33,1683.73719,23.11056911,786.2352941,0.647058824,Abuja
id_567,377,3,7,1560.405005,22.34408379,915.6,10.3,Benin
id_786,378,1,113,1595.033496,24.33371429,566.1,2.7,Abuja
id_397,378,2,73,1311.251444,24.73066378,455.1666667,1.25,Lagos
id_458,378,2,27,907.5567298,25.66621766,28.84615385,0.307692308,Lagos
id_641,379,1,111,1529.618439,24.31147766,542.75,4.125,Abuja
id_757,379,1,130,1472.5,24.81266594,411.125,0.875,Abuja
id_792,380,1,92,1528.420007,24.74926643,410.4,5.2,Abuja
id_726,382,1,135,1540.392944,24.92570565,480,4.454545455,Abuja
id_584,382,3,21,1606.442763,23.32036718,769.3333333,2.444444444,Benin
id_394,384,2,59,1086.653361,25.32188924,112.0833333,4,Lagos
id_486,384,2,55,1410.796073,24.24485888,583,2.785714286,Lagos
id_890,384,5,149,1685.420007,25.28333473,323.7,1.6,Kano
id_645,385,1,103,1564.316678,24.42327605,574.5555556,7,Abuja
id_664,385,1,106,1521.969822,24.58002922,558.4285714,7.142857143,Abuja
id_820,385,1,103,1496.121948,24.79075411,519.5555556,3.888888889,Abuja
id_481,385,2,80,1214.993883,24.35933092,424.3333333,3.777777778,Lagos
id_904,385,5,160,1851.781583,25.61823819,303.5454545,2.590909091,Kano
id_873,386,5,158,1699.843597,25.49133945,331.25,0.875,Kano
id_403,387,2,53,1268.978416,25.06116555,408.1818182,4.727272727,Lagos
id_595,387,3,7,1584.678596,21.99114442,964.1875,10.1875,Benin
id_909,387,5,148,1514.766439,25.9605613,298.8095238,0.80952381,Kano
id_634,388,1,111,1475.665634,24.9746356,396.875,7.25,Abuja
id_737,388,1,60,1539.631359,24.27621685,562.3636364,5.818181818,Abuja
id_814,388,1,137,1527.764824,25.34684479,434.875,3.1875,Abuja
id_615,388,3,21,1628.391427,22.08519077,858.1428571,4.142857143,Benin
id_651,389,1,47,1637.797389,23.12896839,748.7894737,3.210526316,Abuja
id_732,389,1,92,1564.873169,24.55444438,563.2,5.666666667,Abuja
id_817,389,1,111,1474.555225,24.73356113,409.1,2.6,Abuja
id_819,389,1,99,1488.844157,24.59894333,467.1333333,4.466666667,Abuja
id_693,390,1,121,1481.154004,24.64308338,456.9,1.9,Abuja
id_725,390,1,20,1609.873407,23.25785526,793.3157895,0.789473684,Abuja
id_768,390,1,139,1529.466685,25.06531239,396.9166667,1.416666667,Abuja
id_330,390,2,79,1152.228752,24.83091152,199.0625,5.5625,Lagos
id_546,390,3,94,1592.495716,23.57149778,759.5238095,3.285714286,Benin
id_643,391,1,106,1592.106812,23.9308342,651.4,4.8,Abuja
id_655,391,1,106,1546.036165,24.19141363,589.5333333,2.933333333,Abuja
id_301,391,2,93,1357.249988,24.13158722,547.4,4.4,Lagos
id_478,391,2,73,1390.519719,24.01205364,585.1923077,1.538461538,Lagos
id_718,392,1,129,1512.309548,24.58781433,471.6363636,2.454545455,Abuja
id_791,392,1,109,1458.830965,24.87461538,409.5,2.653846154,Abuja
id_803,392,1,137,1506.059548,25.54543582,439.5454545,7.181818182,Abuja
id_295,392,2,112,1405.108329,24.89838627,352.1904762,3.952380952,Lagos
id_438,392,2,37,1054.087502,25.99853585,39.09090909,1.454545455,Lagos
id_883,392,5,150,1502.219465,25.50407955,307.1428571,2,Kano
id_765,393,1,141,1568.002499,26.01547611,331.8125,0.875,Abuja
id_839,393,1,127,1506.155673,24.47847939,481.9090909,4.181818182,Abuja
id_889,393,5,155,1624.57342,25.81621153,308.5454545,0.909090909,Kano
id_734,394,1,136,1538.365021,24.91831231,396.75,1.25,Abuja
id_789,394,1,126,1549.667236,24.72233461,507.6578947,5.157894737,Abuja
id_796,394,1,139,1495.892507,25.3067983,355.75,2.833333333,Abuja
id_727,395,1,96,1495.219995,24.21185036,569.8,6.8,Abuja
id_395,395,2,52,1122.489633,24.61564064,362.7142857,2.714285714,Lagos
id_401,395,2,51,1144.302141,23.67096438,370.2857143,1.857142857,Lagos
id_522,395,3,118,1491.193025,25.39604438,431.1578947,1.684210526,Benin
id_745,396,1,128,1545.376674,24.8107855,438.326087,6.347826087,Abuja
id_794,396,1,126,1476.949978,24.91922802,457.1111111,4.888888889,Abuja
id_762,397,1,60,1509.28134,24.59092185,467.4333333,2.866666667,Abuja
id_805,397,1,131,1455.507503,25.01529723,378.2051282,3.846153846,Abuja
id_833,397,1,99,1467.630005,24.75216675,466.5,3,Abuja
id_474,397,2,88,1469.215703,23.77249542,614.28,5.88,Lagos
id_66,397,4,133,1445.293064,25.75057072,301.5555556,0.555555556,Warri
id_886,397,5,147,1581.597133,25.33248411,369.1428571,1.142857143,Kano
id_384,398,2,65,1043.68073,25.48497685,61.5,3.416666667,Lagos
id_859,398,5,152,1599.969006,25.62960587,313.9,2.4,Kano
id_764,399,1,134,1514.9825,25.26514261,382.6363636,0.727272727,Abuja
id_493,399,2,55,1422.683329,23.76506964,696.6666667,6,Lagos
id_638,400,1,111,1491.074982,24.70500016,470.25,3.875,Abuja
id_665,400,1,67,1637.537876,23.23472242,810.537037,3.259259259,Abuja
id_712,401,1,114,1495.503407,24.81955684,429.0909091,4.181818182,Abuja
id_442,401,2,37,1023.782506,25.94117846,31.57142857,2,Lagos
id_505,401,2,39,1484.483233,22.85460745,758.2857143,1,Lagos
id_621,401,3,119.3571429,1530.057678,25.31188229,509.3571429,2.714285714,Benin
id_65,401,4,133,1495.32251,24.68362554,489.6666667,3.666666667,Warri
id_656,402,1,125,1498.465556,24.65101581,457,2.666666667,Abuja
id_777,402,1,121,1562.17749,24.56208242,530.2,4.6,Abuja
id_781,402,1,113,1629.574997,24.77241635,583.5,3,Abuja
id_523,402,3,32.30769231,1642.770771,22.88666769,856.6153846,3.615384615,Benin
id_728,403,1,99,1448.71582,24.77990214,436.1666667,4.333333333,Abuja
id_743,403,1,138,1509.134572,25.20535008,366.8333333,0.5,Abuja
id_766,403,1,49,1672.357112,23.09850707,770.6153846,1.692307692,Abuja
id_488,403,2,55,1407.254644,24.16763651,601,4.80952381,Lagos
id_585,403,3,163,1594.697754,21.87320766,1009.5,2.7,Benin
id_284,403,4,133,1534.932153,24.50061936,619.3055556,8.75,Warri
id_639,404,1,61,1489.70501,24.15758218,492.6666667,4.222222222,Abuja
id_642,404,1,106,1620.717137,23.87451158,671.1428571,1.857142857,Abuja
id_741,404,1,129,1489.119995,24.87147077,434.8333333,2.833333333,Abuja
id_780,404,1,99,1639.081945,23.34643107,723.3090909,2.109090909,Abuja
id_784,404,1,136,1575.395796,24.82204663,417.2727273,0.909090909,Abuja
id_619,404,3,28,1591.800703,23.28349713,722.5,3.357142857,Benin
id_720,405,1,139,1531.903166,24.7905117,434.2666667,1.4,Abuja
id_754,405,1,137,1532.624695,25.26139903,527.75,5.875,Abuja
id_775,405,1,114,1486.178633,24.83042405,443.8181818,3.454545455,Abuja
id_292,405,2,37,1023.553497,26.01759739,22.8,3.8,Lagos
id_332,405,2,72,1158.266427,24.77201762,216.0714286,3.357142857,Lagos
id_815,406,1,91,1510.712024,23.97229843,534.6,1.3,Abuja
id_575,406,3,164,1610.613332,22.06772168,997.4166667,1.666666667,Benin
id_855,406,5,153,1466.819987,25.66274325,319.2222222,1.666666667,Kano
id_660,407,1,111,1536.275014,24.23557011,637.5833333,2.5,Abuja
id_749,407,1,139,1564.204183,24.99378459,429,0.555555556,Abuja
id_440,407,2,18,961.2394958,26.1657547,26.6,7.6,Lagos
id_483,407,2,87,1487.581973,23.60369361,651.3157895,4.210526316,Lagos
id_518,407,3,118,1556.284557,25.5534909,578.1818182,6.636363636,Benin
id_863,407,5,147,1548.481044,25.49008288,339.7142857,1.714285714,Kano
id_662,408,1,61,1576.36834,23.41630046,720.1111111,1.888888889,Abuja
id_417,408,2,51,1099.833333,24.14031585,311.1666667,2.916666667,Lagos
id_434,408,2,57,1110.933032,24.82789955,335.2,1.533333333,Lagos
id_446,408,2,18,1058.703491,24.40003281,315.2,12.8,Lagos
id_610,408,3,164,1607.873413,21.77411964,1060.363636,0.818181818,Benin
id_710,409,1,121,1529.368042,24.59951486,531.3333333,1.555555556,Abuja
id_758,409,1,140,1526.03863,25.6338696,313.1818182,1.954545455,Abuja
id_770,409,1,130,1473.269436,25.05066003,371.1111111,1.555555556,Abuja
id_771,409,1,131,1492.048218,24.68272073,455.1428571,0.714285714,Abuja
id_7,409,4,133,1459.770004,25.39149976,328.625,5.25,Warri
id_269,409,4,133,1413.122048,25.06767793,343.5454545,6.181818182,Warri
id_865,409,5,145,1518.207136,25.46622276,486.7142857,4.428571429,Kano
id_635,410,1,103,1550.117172,24.4876945,605.5,7.625,Abuja
id_714,410,1,130,1479.085562,24.8822758,415.1538462,0.923076923,Abuja
id_334,410,2,79,1142.517681,24.72182274,178,2.538461538,Lagos
id_755,411,1,99,1573.319444,24.10215251,604.7777778,1.444444444,Abuja
id_787,411,1,130,1488.612508,24.96480242,399.8888889,1.222222222,Abuja
id_812,411,1,128,1549.037575,24.57762963,496.3125,3.84375,Abuja
id_813,411,1,49,1658.304301,22.89611318,777.3888889,1.333333333,Abuja
id_875,411,5,158,1701.095269,25.43490367,316.2222222,1.888888889,Kano
id_892,411,5,155,1642.640927,25.69394794,324.8421053,1.157894737,Kano
id_653,412,1,125,1509.533654,24.80035532,482.3076923,3.846153846,Abuja
id_723,412,1,121,1589.198475,24.74979271,516.0967742,2.451612903,Abuja
id_422,412,2,45,1115.768753,24.68519878,214.5,2.25,Lagos
id_897,412,5,151,1749.146932,24.85177252,392.3333333,1.222222222,Kano
id_767,413,1,71,1595.865099,23.86893866,669.8888889,3.074074074,Abuja
id_790,413,1,137,1545.912953,24.78253122,517.1818182,0.909090909,Abuja
id_413,413,2,53,1233.652832,25.21853447,383.2857143,2.571428571,Lagos
id_451,413,2,27,934.3249969,25.72996736,38.25,0.75,Lagos
id_492,413,2,46,1459.342512,23.71274294,656.4285714,6,Lagos
id_879,413,5,148,1528.485498,25.64721413,304.8,2.6,Kano
id_647,414,1,47,1632.319993,23.10483404,756.4615385,4.153846154,Abuja
id_411,414,2,53,1274.814613,25.03866254,434.0769231,6.615384615,Lagos
id_431,414,2,37,1084.193726,24.12991977,268.125,3.25,Lagos
id_851,414,5,155,1629.714777,25.75665751,329.8181818,1.181818182,Kano
id_880,414,5,156,1638.077759,25.4452307,305.7777778,3.111111111,Kano
id_650,415,1,106,1501.656995,24.46938267,538.6,2.7,Abuja
id_793,415,1,129,1568.52626,24.83840823,466.25,1.75,Abuja
id_624,415,3,162,1337.498186,23.38285446,757.5714286,2.142857143,Benin
id_861,415,5,150,1509.027266,25.69380656,296.5454545,2.909090909,Kano
id_648,416,1,61,1605.160004,23.53933406,702.875,1.75,Abuja
id_809,416,1,137,1514.82667,25.74840323,333.9166667,1.333333333,Abuja
id_816,416,1,33,1684.406767,22.89798422,783.0588235,1.941176471,Abuja
id_319,416,2,81,1145.823999,25.10854747,159.7333333,4.733333333,Lagos
id_324,416,2,81,1150.037521,25.064116,165.875,6.625,Lagos
id_396,416,2,52,1133.581704,24.47727304,373.7894737,2.210526316,Lagos
id_437,416,2,31,1251.912493,24.77326911,423.7142857,1,Lagos
id_456,416,2,27,904.9047424,25.68317833,27.5,0.1,Lagos
id_716,417,1,121,1529.940247,24.51559105,503.6,3.1,Abuja
id_730,417,1,69,1619.268611,23.78539909,705.2,1.08,Abuja
id_795,417,1,33,1682.461592,23.07050237,791.6363636,1.181818182,Abuja
id_811,417,1,137,1505.263951,25.53762163,399.5714286,2,Abuja
id_517,417,3,118,1558.833333,25.25926887,579.8888889,2.888888889,Benin
id_910,417,5,159,1964.179993,25.29966831,323.5,1.5,Kano
id_654,418,1,67,1586.207499,23.39852031,715.0833333,4.75,Abuja
id_722,418,1,141,1541.912032,26.09453253,310.7272727,0.818181818,Abuja
id_738,418,1,50,1672.207916,22.89721298,782.3611111,3.083333333,Abuja
id_751,418,1,131,1478.257487,24.83795781,426.1111111,2.777777778,Abuja
id_776,418,1,137,1533.455009,25.3538698,429.875,2,Abuja
id_609,418,3,26,1652.215002,22.67855682,837.8,2.9,Benin
id_613,418,3,164,1626.727002,21.70191854,1060.266667,0.666666667,Benin
id_800,419,1,140,1538.497998,25.372925,379.2,0.6,Abuja
id_512,419,2,35,1399.998868,22.91889589,809.6363636,3.909090909,Lagos
id_564,419,3,5,1642.764374,21.39379263,1069.6875,1.6875,Benin
id_876,419,5,143,1578.529117,25.17374027,357.5294118,6.058823529,Kano
id_721,420,1,137,1490.283902,25.66484875,407.2222222,3.055555556,Abuja
id_753,420,1,114,1481.974711,24.81108634,445.2222222,3.722222222,Abuja
id_804,420,1,130,1459.697986,24.93654938,386,1.4,Abuja
id_412,420,2,53,1228.825256,25.2378191,371.7,0.7,Lagos
id_535,420,3,118,1581.074992,24.1570833,737.8888889,2.111111111,Benin
id_636,421,1,127,1493.788059,24.70471552,419.2222222,1.666666667,Abuja
id_658,421,1,106,1488.940002,24.58483505,519.625,4.75,Abuja
id_713,421,1,92,1677.615991,24.31454239,673.2,4.4,Abuja
id_448,421,2,16,986.5688671,25.97915667,12.18181818,4.545454545,Lagos
id_640,422,1,103,1505.282271,24.72772633,489.0909091,6.636363636,Abuja
id_733,422,1,41,1530.785714,23.8299299,624.9285714,10.07142857,Abuja
id_742,422,1,135,1598.726807,24.95768738,385.8571429,1.857142857,Abuja
id_464,422,2,112,1478.458221,24.36593825,530.9285714,2.071428571,Lagos
id_515,422,2,48,1238.030493,24.25483761,504.8,2.7,Lagos
id_881,422,5,156,1634.104992,25.47094744,306.3636364,1.727272727,Kano
